251
-1	0	1296	64	16	16
-1	0	1744	64	16	16
-1	0	1936	64	16	16
-1	0	944	96	16	16
-1	0	2224	96	16	16
-1	0	2864	96	16	16
-1	0	880	128	16	16
-1	0	2000	128	16	16
-1	0	2384	128	16	16
-1	0	2576	128	16	16
-1	0	816	160	16	16
-1	0	1840	160	16	16
-1	0	1312	96	16	16
-1	0	960	160	16	16
-1	0	2240	160	16	16
-1	0	2400	160	16	16
-1	0	2592	160	16	16
-1	0	1328	128	16	16
-1	0	1520	128	16	16
-1	0	1232	160	16	16
-1	0	1424	160	16	16
-1	0	1680	160	16	16
-1	0	3040	160	16	16
12	1	507	50	20	16
12	1	647	28	20	16
12	1	1500	101	20	16
12	1	2085	84	20	16
12	1	2300	121	20	16
12	1	2455	116	20	16
12	1	2690	85	20	16
1	1	288	74	27	35	0	
1	1	364	72	27	35	0
1	1	870	74	27	35	1	0
1	1	1165	107	27	35	1	0
1	1	1218	105	27	35	1	0
-1	0	1088	64	16	16
-1	0	1888	64	16	16
1	1	1930	18	27	35	1	32
1	1	2991	106	27	35	1	32
5	1	1050	116	26	41
5	1	1149	19	26	41
2	1	2728	72	35	15	1
3	1	904	19	20	35
3	1	1415	17	20	35
3	1	1464	18	20	35
3	1	2393	25	20	35
3	1	2664	23	20	35
3	1	2992	27	20	35
13	3	330	70	19	17
13	3	433	51	19	17
13	3	699	29	19	17
13	3	997	58	19	17
13	3	1368	52	19	17
13	3	1512	55	19	17
13	3	1661	108	19	17
13	3	2065	61	19	17
13	3	2164	55	19	17
13	3	2357	84	19	17
13	3	2498	83	19	17
13	3	2613	79	19	17
13	3	2822	49	19	17
13	3	1192	118	19	17
14	1	1558	52	20	25	-1
14	1	1615	19	20	25	1
14	1	1656	20	20	25	-1
-2	3	1088	64	16	80
-2	3	1888	64	16	80
11	5	703	29	16	16
11	5	2167	57	16	16
17	5	1001	58	16	16
17	5	1663	109	16	16
18	5	434	50	16	16
18	5	1369	52	16	16
19	5	332	70	16	16
19	5	1194	119	16	16
20	5	1513	57	16	16
20	5	2357	83	16	16
21	5	2499	84	14	14
21	5	2823	49	14	14
21	5	2615	80	14	14
22	5	2067	62	16	16
-1	0	1056	104	32	8
-1	0	1856	104	32	8
